cre_jgi5_5	MapManId	MapManDescription
Cre06.g259600	GMM:31.4	cell.vesicle transport
Cre06.g263600		
Cre06.g256750	GMM:11.1.7	lipid metabolism.FA synthesis and FA elongation.ACP thioesterase
Cre06.g302100		
Cre06.g251650	GMM:34.14	transport.unspecified cations
Cre06.g271450		
Cre06.g253250		
Cre06.g298251		
Cre06.g275250		
Cre06.g282250		
Cre06.g274150	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g278262		
Cre06.g301725		
Cre06.g252350		
Cre06.g250200	GMM:15.2;GMM:13.1.3.4.11;GMM:13.1.3.4	"metal handling.binding, chelation and storage;amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase;amino acid metabolism.synthesis.aspartate family.methionine"
Cre06.g278152		
Cre06.g292100		
Cre06.g308150	GMM:29.9;GMM:20.2.1	protein.co-chaperones;stress.abiotic.heat
Cre06.g287150		
Cre06.g300650		
Cre06.g308450		
Cre06.g278301		
Cre06.g286150		
Cre06.g276800	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g302750	GMM:33.99;GMM:30.2.99;GMM:29.4.1;GMM:29.4	development.unspecified;signalling.receptor kinases.misc;protein.postranslational modification.kinase;protein.postranslational modification
Cre06.g284750	GMM:30.5;GMM:29.2.4	signalling.G-proteins;protein.synthesis.elongation
Cre06.g310000	GMM:31.4	cell.vesicle transport
Cre06.g255300		
Cre06.g292350	GMM:34.3	transport.amino acids
Cre06.g296650	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre06.g304650	GMM:30.4.2	signalling.phosphinositides.phosphatidylinositol 4-kinase
Cre06.g278099		
Cre06.g278096		
Cre06.g291300		
Cre06.g254250		
Cre06.g295950		
Cre06.g278127		
Cre06.g294350		
Cre06.g292550	GMM:29.4	protein.postranslational modification
Cre06.g278274		
Cre06.g278150		
Cre06.g288350		
Cre06.g306150		
Cre06.g308500	GMM:23.1.1.1;GMM:13.1.2.3.11	nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase;amino acid metabolism.synthesis.glutamate family.arginine.carbamoyl-phosphate synthase
Cre06.g255350	GMM:18.2	Co-factor and vitamine metabolism.thiamine
Cre06.g273550		
Cre06.g278205		
Cre06.g251400	GMM:8.2.10	TCA / organic transformation.other organic acid transformations.malic
Cre06.g309900	GMM:31.6.1.8	cell.motility.eukaryotes.flagellar membrane proteins
Cre06.g278144	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
Cre06.g265652	GMM:31.6.1.11	cell.motility.eukaryotes.other
Cre06.g267500	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
Cre06.g298100	GMM:29.2.3	protein.synthesis.initiation
Cre06.g253902		
Cre06.g249200	GMM:31.1	cell.organisation
Cre06.g266250		
Cre06.g267476		
Cre06.g263450	GMM:29.2.4	protein.synthesis.elongation
Cre06.g283050	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I
Cre06.g287250	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
Cre06.g278900		
Cre06.g278270		
Cre06.g278243		
Cre06.g285050		
Cre06.g283450		
Cre06.g295600	GMM:27.1.5;GMM:25	RNA.processing.base modifications;C1-metabolism
Cre06.g278117		
Cre06.g275750	GMM:28.1.3.2.3;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H3;DNA.synthesis/chromatin structure.histone
Cre06.g265100	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre06.g278272		
Cre06.g301201		
Cre06.g278196		
Cre06.g278189		
Cre06.g308700		
Cre06.g277700		
Cre06.g264450	GMM:34.3	transport.amino acids
Cre06.g278294		
Cre06.g287550		
Cre06.g310950		
Cre06.g280100		
Cre06.g270276		
Cre06.g297750	GMM:27.1.1	RNA.processing.splicing
Cre06.g266383		
Cre06.g266416	GMM:28.1	DNA.synthesis/chromatin structure
Cre06.g274250	GMM:28.1.3.2.2;GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2B;DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g277250	GMM:28.2	DNA.repair
Cre06.g278133		
Cre06.g266700	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g252892		
Cre06.g278219	GMM:31.6.1.11	cell.motility.eukaryotes.other
Cre06.g267300		
Cre06.g272000		
Cre06.g304100	GMM:28.99	DNA.unspecified
Cre06.g278234		
Cre06.g270050		
Cre06.g311550		
Cre06.g278213	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I
Cre06.g285900		
Cre06.g305400		
Cre06.g257601	GMM:21.5.1	redox.peroxiredoxin.BAS1
Cre06.g278201		
Cre06.g297700	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre06.g271188		
Cre06.g292249		
Cre06.g305500		
Cre06.g311200	GMM:34.99	transport.misc
Cre06.g275050	GMM:29.5	protein.degradation
Cre06.g257900		
Cre06.g258500		
Cre06.g252743		
Cre06.g310650		
Cre06.g309550	GMM:29.4	protein.postranslational modification
Cre06.g278088	GMM:28.1.3.2.1	DNA.synthesis/chromatin structure.histone.core.H2A
Cre06.g300300		
Cre06.g269850		
Cre06.g273950	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g284150	GMM:34.5	transport.ammonium
Cre06.g254650	GMM:29.5.11.4.2;GMM:27.3.12	protein.degradation.ubiquitin.E3.RING;RNA.regulation of transcription.C3H zinc finger family
Cre06.g291900		
Cre06.g265400	GMM:28.1.3.2.2;GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2B;DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g267450		
Cre06.g278140	GMM:29.4;GMM:17.2.3	protein.postranslational modification;hormone metabolism.auxin.induced-regulated-responsive-activated
Cre06.g272850	GMM:29.2.1.1.1.2.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L10
Cre06.g281750		
Cre06.g288908	GMM:29.4	protein.postranslational modification
Cre06.g285600	GMM:31.6.1.9	cell.motility.eukaryotes.flagellar adhesion and gamete fusion
Cre06.g266300		
Cre06.g250800	GMM:27.4	RNA.RNA binding
Cre06.g304150	GMM:31.1	cell.organisation
Cre06.g294200		
Cre06.g248900		
Cre06.g273350		
Cre06.g278203		
Cre06.g297082	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
Cre06.g261750		
Cre06.g278111	GMM:34.22;GMM:34.15	transport.cyclic nucleotide or calcium regulated channels;transport.potassium
Cre06.g283900		
Cre06.g253753		
Cre06.g254150	GMM:3.5;GMM:27.1	minor CHO metabolism.others;RNA.processing
Cre06.g307250		
Cre06.g257167		
Cre06.g268050	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g286600	GMM:29.5.11	protein.degradation.ubiquitin
Cre06.g260400		
Cre06.g262250	GMM:29.3.4.99	protein.targeting.secretory pathway.unspecified
Cre06.g276250	GMM:24.1	biodegradation of xenobiotics.hydroxyacylglutathione hydrolase
Cre06.g256050		
Cre06.g264100		
Cre06.g299926		
Cre06.g260550	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre06.g276371	GMM:24.1	biodegradation of xenobiotics.hydroxyacylglutathione hydrolase
Cre06.g281450		
Cre06.g278256	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
Cre06.g288050		
Cre06.g290250		
Cre06.g278186		
Cre06.g306650	GMM:29.5.7;GMM:29.5	protein.degradation.metalloprotease;protein.degradation
Cre06.g251300	GMM:27.1	RNA.processing
Cre06.g291650		
Cre06.g308400	GMM:33.99;GMM:29.4;GMM:26.13	development.unspecified;protein.postranslational modification;misc.acid and other phosphatases
Cre06.g255700	GMM:31.7.1	cell.development.zygote
Cre06.g287050		
Cre06.g280800		
Cre06.g289900	GMM:27.1.2	RNA.processing.RNA helicase
Cre06.g263950	GMM:34.21;GMM:34.1	transport.calcium;transport.p- and v-ATPases
Cre06.g282500	GMM:29.2.1.2.2.523;GMM:29.2.1.2.2.0523	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23A;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23A
Cre06.g281200		
Cre06.g285800	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family
Cre06.g275550	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family
Cre06.g304000	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre06.g268550	GMM:3.5;GMM:10.2.1;GMM:10.2	minor CHO metabolism.others;cell wall.cellulose synthesis.cellulose synthase;cell wall.cellulose synthesis
Cre06.g279600		
Cre06.g253850		
Cre06.g278165	GMM:29.5.7	protein.degradation.metalloprotease
Cre06.g278142	GMM:18.7;GMM:15.2	"Co-factor and vitamine metabolism.iron-sulphur clusters;metal handling.binding, chelation and storage"
Cre06.g296600	GMM:18.3.2	Co-factor and vitamine metabolism.riboflavin.riboflavin synthase
Cre06.g254232		
Cre06.g269400		
Cre06.g302350		
Cre06.g258950		
Cre06.g270600		
Cre06.g289400	GMM:30.1.1	signalling.in sugar and nutrient physiology.misc
Cre06.g311450		
Cre06.g260100	GMM:34.11;GMM:29.4	transport.NDP-sugars at the ER;protein.postranslational modification
Cre06.g260950	GMM:30.3;GMM:3.3	signalling.calcium;minor CHO metabolism.sugar alcohols
Cre06.g253757		
Cre06.g259300	GMM:29.2.4	protein.synthesis.elongation
Cre06.g284550		
Cre06.g305750	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre06.g263000		
Cre06.g305450		
Cre06.g263900		
Cre06.g250567		
Cre06.g296800		
Cre06.g278163	GMM:13.1.2.3.4	amino acid metabolism.synthesis.glutamate family.arginine.acetylornithine aminotransferase
Cre06.g289050		
Cre06.g280385		
Cre06.g282950		
Cre06.g253800		
Cre06.g264250		
Cre06.g251550	GMM:29.5.5	protein.degradation.serine protease
Cre06.g309684		
Cre06.g265250	GMM:28.1.3.2.3;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H3;DNA.synthesis/chromatin structure.histone
Cre06.g274400		
Cre06.g310750	GMM:31.4	cell.vesicle transport
Cre06.g309951		
Cre06.g249150	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre06.g278156		
Cre06.g271050	GMM:23.2.1.2;GMM:23.2	nucleotide metabolism.degradation.pyrimidine.uridine nucleosidase;nucleotide metabolism.degradation
Cre06.g304400	GMM:21.3	redox.heme
Cre06.g294250		
Cre06.g274750	GMM:28.1.3.2.2;GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2B;DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g256200	GMM:27.3.54;GMM:27.3.42	RNA.regulation of transcription.histone acetyltransferases;RNA.regulation of transcription.bromodomain proteins
Cre06.g278400		
Cre06.g306079		
Cre06.g249050		
Cre06.g271950	GMM:31.4;GMM:29.3.4.2	cell.vesicle transport;protein.targeting.secretory pathway.golgi
Cre06.g278115		
Cre06.g270150	GMM:34.99;GMM:34.9;GMM:34.21	transport.misc;transport.metabolite transporters at the mitochondrial membrane;transport.calcium
Cre06.g305850	GMM:29.5;GMM:13.1.3.4.12	protein.degradation;amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase
Cre06.g278261		
Cre06.g295350		
Cre06.g261000	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
Cre06.g294950	GMM:11.1.6	lipid metabolism.FA synthesis and FA elongation.enoyl ACP reductase
Cre06.g292183		
Cre06.g287000	GMM:33.99;GMM:30.3;GMM:11	development.unspecified;signalling.calcium;lipid metabolism
Cre06.g294876		
Cre06.g260750	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre06.g255250		
Cre06.g261900		
Cre06.g302500		
Cre06.g265200	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g258550		
Cre06.g278228		
Cre06.g278206		
Cre06.g284850		
Cre06.g276750		
Cre06.g278750	GMM:9.8	mitochondrial electron transport / ATP synthesis.uncoupling protein
Cre06.g278119		
Cre06.g278175	GMM:3.5;GMM:27.1	minor CHO metabolism.others;RNA.processing
Cre06.g301050	GMM:30.5;GMM:3.5;GMM:29.4;GMM:29.3.4.99	signalling.G-proteins;minor CHO metabolism.others;protein.postranslational modification;protein.targeting.secretory pathway.unspecified
Cre06.g275850	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g284350	GMM:31.3	cell.cycle
Cre06.g249950	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase
Cre06.g296050	GMM:26.7	"misc.oxidases - copper, flavone etc"
Cre06.g287750	GMM:23.1.1.4	nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase
Cre06.g269050	GMM:30.11	signalling.light
Cre06.g278194		
Cre06.g278087		
Cre06.g257183		
Cre06.g311850		
Cre06.g272900		
Cre06.g260450	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
Cre06.g283500		
Cre06.g294500		
Cre06.g307075		
Cre06.g310850	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre06.g266600	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g271550	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins
Cre06.g274900	GMM:28.1.3.2.4;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H4;DNA.synthesis/chromatin structure.histone
Cre06.g287650	GMM:31.1;GMM:17.5.1.20	cell.organisation;hormone metabolism.ethylene.synthesis-degradation.XBAT32
Cre06.g296250	GMM:29.1.6	protein.aa activation.lysine-tRNA ligase
Cre06.g275200		
Cre06.g278193		
Cre06.g249600		
Cre06.g292450		
Cre06.g281000		
Cre06.g266350		
Cre06.g253758		
Cre06.g275600	GMM:27.3.60	RNA.regulation of transcription.NIN-like bZIP-related family
Cre06.g298802		
Cre06.g299350		
Cre06.g293516		
Cre06.g280150	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
Cre06.g270550		
Cre06.g288252		
Cre06.g259350		
Cre06.g281700	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre06.g304550	GMM:27.1	RNA.processing
Cre06.g259750		
Cre06.g282850		
Cre06.g301951		
Cre06.g269908		
Cre06.g279100		
Cre06.g305700		
Cre06.g297450		
Cre06.g299050	GMM:26.5	misc.acyl transferases
Cre06.g272400	GMM:26.13	misc.acid and other phosphatases
Cre06.g278277		
Cre06.g309450	GMM:29.5	protein.degradation
Cre06.g298326		
Cre06.g287950	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre06.g306250		
Cre06.g271350	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g248800		
Cre06.g252000		
Cre06.g251150	GMM:1.1.99;GMM:1.1.2.1	PS.lightreaction.unspecified;PS.lightreaction.photosystem I.LHC-I
Cre06.g250902	GMM:13.1.3.4.12	amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase
Cre06.g257750		
Cre06.g265800	GMM:29.2.1.1.1.2.28	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L28
Cre06.g267600	GMM:20.2.5;GMM:16.1.4.5;GMM:16.1.4.4	stress.abiotic.light;secondary metabolism.isoprenoids.carotenoids.lycopene beta cyclase;secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase
Cre06.g296350		
Cre06.g278102		
Cre06.g281250	GMM:11.3.7	lipid metabolism.phospholipid synthesis.cyclopropane-fatty-acyl-phospholipid synthase
Cre06.g278238		
Cre06.g273450		
Cre06.g281300		
Cre06.g266052		
Cre06.g291050		
Cre06.g302276		
Cre06.g309150		
Cre06.g285350		
Cre06.g307150	GMM:2.2.2.1.2;GMM:2.2.2.1	major CHO metabolism.degradation.starch.starch cleavage.beta amylase;major CHO metabolism.degradation.starch.starch cleavage
Cre06.g288800		
Cre06.g253853		
Cre06.g272200		
Cre06.g308100	GMM:11.8	"lipid metabolism.exotics (steroids, squalene etc)"
Cre06.g279350	GMM:30.11	signalling.light
Cre06.g289800		
Cre06.g306550	GMM:27.1.19	RNA.processing.ribonucleases
Cre06.g274600		
Cre06.g270700		
Cre06.g299850		
Cre06.g249650	GMM:27.3	RNA.regulation of transcription
Cre06.g302850		
Cre06.g303950		
Cre06.g259450		
Cre06.g278187	GMM:31.6.1.11	cell.motility.eukaryotes.other
Cre06.g297850	GMM:31.6.1.4.2.1	cell.motility.eukaryotes.axonemal dyneins.inner arm.monomeric species
Cre06.g301300		
Cre06.g278151		
Cre06.g250300	GMM:31.6.1.3.1.2	cell.motility.eukaryotes.intraflagellar transport.IFT motor protein.cytoplasmic dynein 1b subunits
Cre06.g278279		
Cre06.g301450		
Cre06.g278105		
Cre06.g263800	GMM:28.1	DNA.synthesis/chromatin structure
Cre06.g291250		
Cre06.g299500		
Cre06.g255100		
Cre06.g279550		
Cre06.g307500	GMM:1.5.3	PS.carbon concentrating mechanism.algal
Cre06.g263250		
Cre06.g278298		
Cre06.g258150		
Cre06.g278850	GMM:28.2	DNA.repair
Cre06.g255900		
Cre06.g288550		
Cre06.g276150		
Cre06.g302950	GMM:29.5.7	protein.degradation.metalloprotease
Cre06.g280900	GMM:31.4	cell.vesicle transport
Cre06.g286000		
Cre06.g293000	GMM:28.1	DNA.synthesis/chromatin structure
Cre06.g307700		
Cre06.g261400		
Cre06.g285250	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
Cre06.g260800	GMM:31.1	cell.organisation
Cre06.g310450	GMM:27.2	RNA.transcription
Cre06.g278169		
Cre06.g262800	GMM:28.1;GMM:27.3.63	DNA.synthesis/chromatin structure;RNA.regulation of transcription.PHD finger transcription factor
Cre06.g303700		
Cre06.g257100		
Cre06.g267050		
Cre06.g265750	GMM:29.5.7	protein.degradation.metalloprotease
Cre06.g254200	GMM:26.16	misc.myrosinases-lectin-jacalin
Cre06.g267800	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane
Cre06.g259050	GMM:7.1.1	OPP.oxidative PP.glucose-6-phosphate 1-dehydrogenase (G6PD)
Cre06.g298150		
Cre06.g288400	GMM:29.2.1.1.1.1.11	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S11
Cre06.g296150		
Cre06.g250400	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre06.g309000	GMM:1.5.3	PS.carbon concentrating mechanism.algal
Cre06.g253679		
Cre06.g286500		
Cre06.g282800	GMM:6.9	gluconeogenesis / glyoxylate cycle.isocitrate lyase
Cre06.g278208	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre06.g266950	GMM:27.3.9	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family
Cre06.g278125	GMM:31.1	cell.organisation
Cre06.g263150		
Cre06.g303536		
Cre06.g278215	GMM:13.2.6.3;GMM:13.2.3.5	amino acid metabolism.degradation.aromatic aa.tryptophan;amino acid metabolism.degradation.aspartate family.lysine
Cre06.g284450	GMM:29.3.99;GMM:26.13	protein.targeting.unknown;misc.acid and other phosphatases
Cre06.g255150		
Cre06.g266800	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre06.g255600		
Cre06.g285926		
Cre06.g278113		
Cre06.g278266		
Cre06.g278214		
Cre06.g301802		
Cre06.g310200		
Cre06.g253903		
Cre06.g248950	GMM:29.5.11.5;GMM:29.5.11	protein.degradation.ubiquitin.ubiquitin protease;protein.degradation.ubiquitin
Cre06.g252600		
Cre06.g278166	GMM:2.1	major CHO metabolism.synthesis
Cre06.g309850		
Cre06.g262000		
Cre06.g307800	GMM:29.6.3.2	protein.folding.immunophilins (IMM).cyclophilins
Cre06.g252913		
Cre06.g297950		
Cre06.g246958		
Cre06.g274994	GMM:31.4	cell.vesicle transport
Cre06.g268450	GMM:33.99	development.unspecified
Cre06.g307600	GMM:28.1	DNA.synthesis/chromatin structure
Cre06.g252200	GMM:30.5;GMM:29.3.3	signalling.G-proteins;protein.targeting.chloroplast
Cre06.g278254	GMM:29.4	protein.postranslational modification
Cre06.g297904	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
Cre06.g252100		
Cre06.g278259		
Cre06.g269150		
Cre06.g294050		
Cre06.g305950	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre06.g265350	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre06.g278268		
Cre06.g308950		
Cre06.g298550	GMM:26.7	"misc.oxidases - copper, flavone etc"
Cre06.g289500		
Cre06.g278122		
Cre06.g264200	GMM:8.1.7	TCA / organic transformation.TCA.succinate dehydrogenase
Cre06.g292800	GMM:29.5.11.3	protein.degradation.ubiquitin.E2
Cre06.g260000		
Cre06.g286800		
Cre06.g286900		
Cre06.g278173		
Cre06.g310545		
Cre06.g311750	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
Cre06.g285451		
Cre06.g262050	GMM:3.5	minor CHO metabolism.others
Cre06.g295250	GMM:26.13	misc.acid and other phosphatases
Cre06.g276050	GMM:3.5	minor CHO metabolism.others
Cre06.g267950	GMM:28.1.3.2.3;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H3;DNA.synthesis/chromatin structure.histone
Cre06.g293700	GMM:29.2.1.1.1.2.12	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L12
Cre06.g296450	GMM:27.3.69	RNA.regulation of transcription.SET-domain transcriptional regulator family
Cre06.g300700		
Cre06.g301850		
Cre06.g292900	GMM:29.5.7	protein.degradation.metalloprotease
Cre06.g292216		
Cre06.g281100	GMM:29.4	protein.postranslational modification
Cre06.g304300	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
Cre06.g278103		
Cre06.g281800		
Cre06.g303050		
Cre06.g277100		
